Average_Hours_Worked_Per_Week,Monthly_Income,Hourly_Rate,Distance_From_Home,Promotion_gap,Absenteeism,Number_of_Companies_Worked,Job_Level,Years_in_Current_Role,Years_Since_Last_Promotion,Years_at_Company,Workload_index,Project_Count,Work_Life_Balance,Job_Satisfaction,Work_Environment_Satisfaction,Relationship_with_Manager,Total_Satisfaction_Score
53,17235,61,6,0.2,3,1,3,3,1,4,2,1,3,4,1,1,6
33,5794,39,39,0.25,0,2,5,13,7,27,0,9,1,1,4,1,6
34,18015,49,25,1.5,7,3,2,11,9,5,4,9,1,4,2,1,7
46,19488,47,23,0.1,17,3,5,4,3,29,0,6,2,4,1,4,9
44,16302,97,3,0.3333333333333333,5,2,2,1,4,11,1,7,4,2,1,3,6
35,7959,66,17,0.3157894736842105,9,2,5,1,6,18,0,2,2,2,2,4,8
51,8093,41,2,0.3888888888888889,5,3,3,7,7,17,2,8,3,5,1,1,7
30,9868,20,42,0.2631578947368421,12,1,4,3,5,18,3,2,2,5,4,2,11
39,19647,70,36,1.3333333333333333,2,4,3,11,8,5,1,3,4,5,2,2,9
38,14867,85,3,0.3333333333333333,19,2,5,9,1,2,0,6,1,3,2,4,9
31,3657,18,17,0.4090909090909091,18,3,1,8,9,21,2,1,3,4,4,2,10
37,14491,96,31,1.8,16,4,5,2,9,4,4,3,1,3,4,2,9
47,10955,47,28,0.19047619047619047,15,3,2,13,4,20,2,4,3,5,4,1,10
57,10892,45,27,1.25,11,2,4,12,5,3,0,4,4,4,2,1,7
35,13669,93,14,1.3333333333333333,6,3,1,13,4,2,1,9,4,5,2,1,8
57,6176,16,25,0.3333333333333333,5,2,3,11,9,26,4,2,1,2,4,4,10
33,14657,93,17,0.17391304347826086,17,3,1,2,4,22,0,2,1,1,1,3,5
49,10226,41,45,0.07692307692307693,5,2,4,6,1,12,0,2,1,5,4,4,13
56,19340,70,36,0.0,19,4,4,13,0,12,0,5,2,5,1,2,8
44,13859,53,10,0.25,11,1,4,13,6,23,0,7,4,4,1,4,9
49,3589,44,17,0.0,18,4,2,9,0,23,0,8,1,4,4,3,11
55,9616,67,31,0.25,11,3,1,3,4,15,3,3,2,4,4,4,12
52,10754,44,40,0.6363636363636364,1,1,1,3,7,10,0,7,3,3,3,1,7
33,5471,22,43,0.3333333333333333,1,4,2,10,1,2,0,8,2,2,2,4,8
58,12966,33,23,0.0,7,1,2,4,0,21,0,5,3,2,3,3,8
31,8632,62,45,0.375,12,2,4,7,3,7,4,5,1,4,2,4,10
30,6743,72,32,0.3157894736842105,19,1,2,10,6,18,3,3,2,5,3,2,10
34,14557,31,2,0.0,11,1,2,1,0,9,0,5,4,2,3,2,7
53,8975,15,41,1.0,7,3,5,4,9,8,3,4,2,2,1,1,4
35,12929,77,35,0.26666666666666666,11,1,1,1,8,29,0,7,4,1,3,2,6
30,14562,47,32,0.125,5,1,5,8,3,23,0,2,1,4,3,1,8
44,15868,98,34,0.2631578947368421,16,2,5,14,5,18,1,5,4,2,1,1,4
42,8212,58,12,0.25,13,1,3,14,3,11,3,8,2,4,4,2,10
56,19345,40,43,1.0,12,4,1,11,5,4,0,8,4,5,1,3,9
56,15719,39,6,0.21428571428571427,3,3,3,1,6,27,0,5,3,2,2,4,8
56,18293,46,1,0.6363636363636364,10,3,1,10,7,10,1,8,4,1,4,2,7
51,16605,53,31,0.4666666666666667,0,4,2,7,7,14,0,8,3,4,3,4,11
48,8152,40,39,0.25925925925925924,7,2,4,7,7,26,0,4,1,5,2,2,9
58,7021,40,8,0.0,11,4,2,11,0,27,0,2,1,1,4,1,6
45,12850,22,24,0.07692307692307693,3,2,5,6,1,12,4,4,1,2,2,3,7
45,17264,24,2,2.5,8,1,5,1,5,1,1,5,4,5,1,3,9
30,18847,55,25,0.2,16,4,3,14,4,19,3,2,2,4,3,2,9
42,6698,69,17,0.08,4,3,5,12,2,24,3,4,2,1,2,4,7
39,13350,92,2,1.5,11,4,4,8,6,3,1,7,4,2,4,3,9
46,13850,95,37,0.5,11,3,2,11,9,17,0,8,4,3,1,1,5
38,13554,97,40,1.1428571428571428,3,3,2,12,8,6,3,5,2,2,3,2,7
56,9653,65,17,0.3333333333333333,1,3,4,1,6,17,0,7,3,5,2,4,11
50,16630,97,3,0.08695652173913043,18,4,3,7,2,22,2,9,3,4,3,3,10
31,15037,51,9,0.19047619047619047,15,2,4,9,4,20,1,3,4,3,2,1,6
46,9600,48,18,0.36363636363636365,2,1,1,7,8,21,0,1,3,1,4,4,9
38,15247,51,17,0.25925925925925924,5,4,4,10,7,26,0,3,4,3,3,4,10
55,13259,91,23,0.42857142857142855,19,1,1,9,9,20,0,9,2,1,4,4,9
35,3926,87,21,0.0,2,2,5,1,0,28,0,7,2,2,3,3,8
34,11582,64,21,1.2,12,4,5,4,6,4,4,4,1,3,1,4,8
50,16590,97,45,0.391304347826087,6,2,3,12,9,22,2,2,3,1,2,1,4
47,9765,42,20,0.14285714285714285,8,1,5,9,4,27,3,6,2,5,1,1,7
58,5746,51,46,0.18518518518518517,18,3,4,2,5,26,0,4,1,4,4,3,11
50,13575,22,42,0.3076923076923077,3,3,1,1,8,25,0,6,3,4,3,4,11
38,13546,83,9,0.0,15,1,2,8,0,18,1,2,4,1,2,2,5
35,18686,69,34,0.2222222222222222,15,4,3,4,6,26,2,2,3,3,2,2,7
42,10638,83,48,0.16,5,3,2,8,4,24,4,1,1,4,2,1,7
55,18939,83,16,0.75,14,3,1,4,9,11,2,7,3,2,2,3,7
45,3066,59,6,0.11764705882352941,18,3,4,14,2,16,2,1,3,3,4,2,9
55,11885,27,11,0.3,8,2,5,5,3,9,0,9,1,4,4,3,11
45,16561,69,49,1.125,13,2,4,11,9,7,0,9,3,5,3,4,12
33,7536,54,4,0.2,15,1,4,12,5,24,0,3,3,3,4,1,8
50,3069,40,45,0.3333333333333333,16,4,1,6,4,11,0,7,4,1,2,3,6
50,4725,42,8,0.0,13,3,2,4,0,29,3,9,2,4,1,3,8
37,19361,17,15,0.29411764705882354,8,2,1,8,5,16,3,4,2,4,2,3,9
40,16225,54,1,0.5,19,1,5,13,7,13,0,6,3,1,1,3,5
34,14036,94,1,0.6666666666666666,11,1,5,3,2,2,0,9,4,4,3,2,9
48,10809,38,34,0.3076923076923077,1,4,4,11,8,25,0,5,3,2,4,2,8
48,18157,69,21,0.07407407407407407,10,1,5,7,2,26,4,3,1,4,3,1,8
35,6793,66,42,1.3333333333333333,12,2,3,12,8,5,0,3,3,5,2,3,10
34,16069,81,23,1.5,8,4,5,7,6,3,0,2,4,4,4,2,10
57,12537,67,4,0.45,15,3,4,4,9,19,4,3,1,1,4,4,9
45,4724,62,40,0.04,14,1,1,1,1,24,3,1,2,2,1,4,7
40,13837,41,18,1.0,15,4,1,14,5,4,2,3,3,4,4,4,12
53,16057,47,15,0.2777777777777778,16,2,2,2,5,17,1,3,4,1,4,2,7
50,14003,98,11,1.6666666666666667,10,2,5,10,5,2,3,5,2,4,3,2,9
31,14947,45,33,1.1428571428571428,7,2,1,14,8,6,2,7,3,3,3,4,10
43,10264,91,28,0.0625,11,2,1,11,1,15,0,5,1,2,4,1,7
30,15785,49,47,0.10714285714285714,4,2,4,1,3,27,0,1,3,3,2,2,7
48,9713,81,33,0.0,17,3,3,13,0,26,0,5,1,2,4,4,10
57,12316,89,45,0.3333333333333333,2,3,1,14,2,5,3,3,2,2,1,3,6
42,3029,47,44,0.5,18,2,1,7,1,1,3,1,2,2,4,1,7
45,14044,51,1,0.1111111111111111,17,2,5,5,1,8,0,2,3,4,4,3,11
30,5593,61,5,0.0,18,1,2,6,0,3,0,5,1,3,4,4,11
32,10909,56,22,0.07692307692307693,11,4,5,7,1,12,0,1,2,4,2,3,9
55,11485,65,21,0.42857142857142855,1,1,4,4,3,6,1,3,4,5,1,4,10
40,12850,47,47,0.13793103448275862,3,4,5,12,4,28,4,5,1,2,3,1,6
45,7471,40,16,0.8571428571428571,6,2,4,2,6,6,3,2,2,2,2,4,8
49,16162,96,48,0.3333333333333333,13,3,5,1,3,8,2,6,3,5,3,3,11
40,7503,18,7,0.75,11,2,4,8,3,3,0,3,4,1,2,3,6
58,9147,61,13,0.2916666666666667,17,2,3,6,7,23,0,1,1,3,3,3,9
46,15507,84,23,0.6,7,2,3,7,6,9,0,3,2,5,1,1,7
50,3371,90,20,0.18181818181818182,5,2,2,14,2,10,1,7,4,2,2,4,8
41,7215,18,46,0.4090909090909091,18,2,3,5,9,21,0,4,3,2,2,4,8
49,7642,80,29,0.0,8,3,1,6,0,28,0,6,1,4,2,3,9
49,19485,72,9,0.16,4,3,1,13,4,24,0,6,2,4,4,1,9
56,17319,34,29,0.5384615384615384,13,4,1,3,7,12,0,6,3,3,4,4,11
35,7597,62,35,0.14814814814814814,10,1,4,6,4,26,4,2,1,4,2,3,9
57,9158,62,6,0.2,7,4,2,2,6,29,1,5,4,1,4,2,7
52,8724,32,25,0.15789473684210525,18,3,1,1,3,18,0,6,3,2,2,2,6
36,10362,32,18,1.5,11,3,2,7,6,3,0,6,4,4,1,2,7
56,5206,68,26,0.3333333333333333,0,4,1,14,5,14,0,6,4,5,3,2,10
44,5400,93,31,0.21052631578947367,19,4,2,6,4,18,0,3,3,3,2,2,7
48,5087,85,42,0.75,15,4,2,8,3,3,0,2,4,3,3,2,8
30,3448,76,7,0.2916666666666667,0,1,5,11,7,23,3,3,2,4,3,1,8
47,8416,60,16,0.0,6,4,5,1,0,8,0,2,2,4,1,2,7
47,15517,45,15,0.0625,13,3,4,14,1,15,4,1,1,3,4,4,11
59,18180,82,31,0.15789473684210525,6,3,5,11,3,18,0,3,2,3,2,2,7
30,5466,78,31,0.047619047619047616,10,3,3,7,1,20,0,9,3,3,2,4,9
46,12141,53,40,0.13793103448275862,8,2,3,5,4,28,2,6,3,2,2,4,8
45,8559,68,38,2.5,19,1,4,10,5,1,0,9,4,5,1,4,10
41,18741,47,48,0.0,3,1,5,11,0,3,1,7,4,3,1,3,7
47,16387,53,48,0.0,11,3,5,8,0,6,0,3,2,5,1,3,9
51,9287,26,18,0.42105263157894735,16,3,3,7,8,18,4,9,1,5,3,2,10
31,13668,53,40,0.0,17,2,1,10,0,21,0,9,3,1,3,3,7
32,13421,36,20,0.2857142857142857,15,2,1,12,4,13,0,2,2,2,1,3,6
30,18073,33,14,0.8,19,2,3,12,8,9,0,4,1,4,2,3,9
39,16997,24,47,0.15384615384615385,19,3,4,8,2,12,0,1,1,4,2,2,8
41,15745,53,1,0.23529411764705882,12,4,4,14,4,16,4,6,1,4,4,2,10
45,9473,68,5,0.16,12,1,5,14,4,24,2,2,3,3,1,2,6
43,3121,56,25,0.2962962962962963,18,2,2,5,8,26,1,8,4,2,3,2,7
50,6154,50,39,0.35294117647058826,18,1,5,12,6,16,0,2,1,1,2,3,6
44,16310,71,1,0.125,7,2,4,14,2,15,1,9,4,1,4,2,7
54,3082,93,33,0.3333333333333333,12,1,3,11,8,23,0,9,2,2,2,4,8
40,9744,40,9,0.6666666666666666,19,3,1,10,8,11,0,2,3,5,3,4,12
58,16260,61,34,0.3,10,1,1,13,3,9,0,7,4,5,1,3,9
56,12912,86,21,1.0,0,4,2,14,3,2,3,7,2,1,3,2,6
47,7391,22,14,2.6666666666666665,19,2,5,3,8,2,0,1,3,4,4,2,10
47,6603,20,3,2.5,18,4,3,2,5,1,1,8,4,2,2,3,7
51,3316,71,11,0.5714285714285714,2,3,5,7,8,13,3,8,2,3,1,3,7
50,19237,36,5,0.5,16,2,4,13,8,15,4,5,1,5,3,3,11
38,15842,90,32,0.0,2,3,5,1,0,4,2,7,3,2,3,4,9
54,18696,84,27,0.16666666666666666,14,4,3,1,4,23,1,9,4,2,2,2,6
45,4569,84,17,0.058823529411764705,13,4,3,4,1,16,0,5,2,2,3,1,6
52,3251,31,44,0.3076923076923077,6,3,3,1,8,25,3,8,2,1,3,1,5
40,18378,27,12,0.1,1,3,2,12,3,29,4,7,1,5,3,3,11
41,11436,32,27,0.18518518518518517,3,3,4,10,5,26,0,6,4,1,4,2,7
44,12829,71,47,0.23076923076923078,19,1,4,6,3,12,0,3,4,5,2,3,10
42,15108,41,13,0.07407407407407407,15,1,5,1,2,26,0,5,2,1,2,3,6
35,16659,51,33,0.3333333333333333,14,3,5,12,4,11,0,4,3,3,3,4,10
44,16565,92,28,0.0,15,4,1,13,0,26,2,2,3,4,2,3,9
33,18716,52,44,0.625,18,2,4,3,5,7,4,1,1,5,1,3,9
33,12688,69,3,0.03333333333333333,3,4,5,7,1,29,4,5,1,2,1,4,7
39,19816,65,2,0.27586206896551724,0,1,4,9,8,28,2,7,3,4,2,3,9
30,6648,63,27,0.05555555555555555,16,4,4,11,1,17,4,8,1,4,1,4,9
56,16169,47,40,0.3,2,4,1,2,9,29,0,8,2,3,3,3,9
46,15036,28,27,0.14285714285714285,18,2,4,12,2,13,0,9,1,4,4,2,10
48,3167,76,7,0.23529411764705882,13,4,3,14,4,16,1,8,4,5,2,3,10
52,4984,65,30,0.2916666666666667,18,1,3,13,7,23,0,4,1,1,3,2,6
58,10972,49,24,0.5384615384615384,16,2,2,14,7,12,3,6,2,5,2,1,8
51,18754,92,29,0.8,8,1,1,5,8,9,4,1,1,2,2,4,8
56,16477,38,44,0.3888888888888889,2,1,5,8,7,17,2,7,3,5,1,4,10
31,12498,57,47,0.0,15,4,1,9,0,27,2,2,3,4,1,4,9
56,9174,47,22,0.5,0,3,3,6,2,3,0,2,4,2,4,2,8
36,12031,97,3,0.8888888888888888,19,2,5,12,8,8,4,4,1,5,1,3,9
34,4629,95,1,0.6,4,3,3,7,9,14,0,4,3,3,2,2,7
31,8891,35,1,2.25,0,3,1,5,9,3,3,8,2,5,3,2,10
59,3303,32,4,0.0,12,4,4,4,0,27,0,5,1,2,1,4,7
31,5250,29,42,0.3103448275862069,11,2,3,8,9,28,1,1,4,1,3,2,6
48,17635,67,37,0.5,0,3,1,14,8,15,0,1,3,4,4,1,9
45,8323,91,28,0.4444444444444444,1,3,1,13,4,8,2,2,3,2,3,2,7
55,6480,46,18,1.0,13,3,5,10,3,2,0,4,4,4,3,2,9
57,15170,35,42,0.08,8,2,2,13,2,24,1,5,4,5,3,1,9
58,14958,42,41,0.0,7,1,3,3,0,28,0,9,4,4,3,2,9
50,9018,97,40,0.5,3,3,3,3,6,11,0,6,3,2,3,4,9
49,11266,55,25,0.0,16,3,5,9,0,20,3,6,2,3,3,4,10
37,11168,47,19,0.14285714285714285,14,2,2,14,4,27,3,6,2,3,1,4,8
31,8621,61,41,0.13333333333333333,17,1,5,7,2,14,0,9,4,5,1,1,7
32,13743,19,42,0.8,9,1,3,14,4,4,1,8,4,4,2,1,7
45,18197,92,45,0.0,2,2,3,10,0,2,1,8,4,4,1,4,9
55,9153,91,35,0.42857142857142855,13,2,2,14,6,13,0,5,3,5,3,4,12
51,4098,45,7,0.3333333333333333,19,1,1,8,7,20,2,1,3,1,1,2,4
51,9017,62,19,0.25,13,3,2,5,5,19,2,3,3,5,1,3,9
50,10733,44,15,0.125,7,4,3,12,3,23,0,6,3,1,1,1,3
57,7557,37,48,0.03333333333333333,6,1,3,12,1,29,0,5,2,2,1,4,7
32,3810,46,40,0.5,0,4,2,5,3,5,3,5,2,2,2,3,7
53,9542,83,47,0.0,1,4,1,9,0,19,0,2,2,4,3,1,8
51,12366,73,15,0.18518518518518517,4,2,3,7,5,26,2,2,3,4,1,3,8
30,13292,42,31,0.5833333333333334,13,4,3,11,7,11,0,9,1,4,2,3,9
41,17604,42,46,0.875,1,2,3,12,7,7,0,5,1,5,4,1,10
49,6440,74,13,0.23076923076923078,4,1,3,11,3,12,0,5,4,3,1,3,7
42,4845,86,49,0.75,9,3,3,12,3,3,0,4,1,1,3,3,7
36,3760,71,43,0.0,14,1,3,10,0,9,0,1,1,1,1,1,3
47,11575,36,2,0.391304347826087,1,1,5,7,9,22,2,3,3,3,1,4,8
36,7616,42,32,0.13333333333333333,4,1,4,5,2,14,4,8,1,5,3,3,11
38,10668,58,31,0.1111111111111111,10,3,2,1,3,26,0,9,1,5,4,3,12
41,6322,70,37,0.041666666666666664,4,2,5,5,1,23,2,9,3,3,4,3,10
45,7771,33,12,0.6666666666666666,12,2,4,6,6,8,2,7,3,4,2,1,7
46,9965,42,46,0.15384615384615385,4,1,4,7,2,12,2,6,3,2,3,3,8
54,3904,44,30,1.25,18,1,4,7,5,3,0,3,3,4,4,4,12
54,15943,71,47,0.8,9,4,2,5,4,4,0,3,3,4,3,4,11
35,5972,16,35,0.6666666666666666,16,4,4,9,8,11,0,3,1,2,3,2,7
46,14290,55,39,0.0,5,2,3,1,0,6,0,8,4,4,4,3,11
35,15611,23,22,0.17857142857142858,12,3,2,6,5,27,0,6,2,3,3,3,9
47,17384,82,27,0.14285714285714285,1,3,1,9,2,13,4,7,1,3,4,4,11
37,3993,79,7,0.4,15,2,4,11,2,4,2,6,3,2,3,1,6
33,11274,60,39,0.047619047619047616,13,3,1,7,1,20,0,8,1,1,4,3,8
54,19941,99,32,0.1,2,3,3,1,3,29,1,5,4,1,3,2,6
37,9235,99,30,0.0,19,4,4,11,0,7,0,1,3,4,3,1,8
54,9433,18,47,0.3333333333333333,12,2,2,10,7,20,0,5,3,3,4,4,11
30,15935,23,47,0.18518518518518517,16,4,1,3,5,26,0,9,1,2,1,1,4
59,15768,76,21,0.125,10,3,4,4,2,15,3,7,2,5,2,4,11
47,3083,92,28,0.5,15,2,4,7,8,15,1,8,4,5,2,1,8
52,13525,29,1,0.23809523809523808,3,4,2,11,5,20,4,5,1,5,2,2,9
53,11581,84,25,0.0,16,2,1,6,0,12,2,8,3,3,4,4,11
56,5955,22,26,0.3333333333333333,6,3,2,13,3,8,0,7,2,1,3,1,5
52,19851,92,45,3.5,0,1,4,8,7,1,0,4,1,4,4,4,12
59,18625,92,7,0.08333333333333333,10,3,1,7,1,11,3,5,2,5,2,2,9
43,19099,88,46,2.5,0,1,1,3,5,1,0,2,1,4,3,2,9
39,12468,62,3,0.5555555555555556,12,3,4,2,5,8,0,6,3,1,4,4,9
48,13847,66,38,0.21052631578947367,12,3,3,10,4,18,0,7,3,1,1,1,3
50,4933,64,35,1.4,4,4,4,12,7,4,4,2,1,1,3,1,5
55,9943,22,7,0.19230769230769232,18,1,5,3,5,25,4,4,1,3,1,4,8
47,19199,98,21,0.0,15,1,5,14,0,10,1,1,4,3,1,1,5
59,6706,29,13,1.8,12,4,2,11,9,4,0,1,2,1,3,3,7
49,19391,40,1,0.8571428571428571,18,2,1,1,6,6,3,7,2,2,1,3,6
42,12006,66,9,0.06896551724137931,11,3,1,5,2,28,2,5,3,2,4,4,10
40,12473,17,23,0.25,17,4,2,1,7,27,1,9,4,4,1,4,9
55,16324,32,42,1.75,8,4,3,1,7,3,0,9,4,1,1,2,4
40,16753,71,15,0.09090909090909091,17,4,5,10,1,10,0,9,1,5,4,4,13
31,11029,66,39,0.034482758620689655,3,1,4,1,1,28,2,2,3,5,2,3,10
43,6145,46,23,0.7142857142857143,18,2,1,10,5,6,0,4,4,1,2,4,7
47,19692,51,38,0.34782608695652173,4,3,4,7,8,22,4,1,1,3,2,3,8
47,9703,35,2,0.391304347826087,4,1,1,9,9,22,2,5,3,4,1,2,7
37,5380,51,48,0.8,12,2,3,2,4,4,3,5,2,1,2,4,7
41,3975,21,15,0.2916666666666667,4,3,5,13,7,23,3,5,2,5,1,3,9
32,15739,24,45,0.0,8,3,2,7,0,17,2,7,3,5,1,2,8
40,18665,92,3,0.0,3,1,2,5,0,1,0,1,3,5,3,1,9
40,7919,25,33,0.16666666666666666,5,4,5,6,4,23,0,8,4,5,1,3,9
30,3056,47,27,1.0,4,1,5,11,5,4,0,3,2,1,2,3,6
34,16396,73,44,0.17647058823529413,12,4,5,14,3,16,0,3,1,4,3,3,10
40,18205,47,30,0.1724137931034483,19,2,3,10,5,28,0,1,1,5,2,1,8
31,7662,62,21,0.0,4,1,1,3,0,28,1,2,4,4,1,4,9
33,4286,29,47,0.11764705882352941,3,2,4,8,2,16,3,8,2,1,1,3,5
39,7148,69,33,0.8181818181818182,2,3,1,10,9,10,4,2,1,3,3,1,7
52,5369,19,38,0.5454545454545454,12,4,5,4,6,10,0,6,3,3,2,3,8
34,3475,20,46,0.05555555555555555,7,1,1,3,1,17,0,5,2,3,4,1,8
38,5570,82,49,0.0,6,2,2,1,0,29,0,8,2,5,2,1,8
30,12450,96,47,0.125,1,3,3,8,1,7,0,7,3,4,2,1,7
47,18069,78,12,0.14285714285714285,0,1,4,2,3,20,4,6,1,5,2,3,10
33,12721,66,8,0.0,2,1,1,5,0,27,1,2,4,2,1,4,7
32,19049,94,34,0.6,5,4,2,12,6,9,0,3,2,1,2,2,5
38,17129,42,4,0.25,8,3,4,6,7,27,0,3,4,5,4,2,11
53,8107,70,45,0.041666666666666664,18,1,1,4,1,23,0,3,4,5,3,3,11
49,16219,56,10,0.22727272727272727,10,2,5,8,5,21,0,2,1,2,1,2,5
49,14893,76,9,0.5,7,3,5,10,1,1,3,8,2,4,1,1,6
54,18461,90,12,0.0,13,4,2,10,0,2,0,2,1,1,4,2,7
31,9740,46,34,0.0,9,2,4,7,0,3,0,2,4,4,3,2,9
32,9825,67,13,1.5,12,1,1,3,6,3,0,6,3,5,2,2,9
48,10146,96,46,0.0,9,2,3,1,0,26,0,9,4,1,2,3,6
47,12279,72,13,0.2962962962962963,12,1,1,10,8,26,0,3,3,4,4,2,10
36,4459,67,43,0.06666666666666667,0,4,3,8,1,14,0,3,4,4,2,4,10
42,10489,38,22,0.46153846153846156,8,2,3,6,6,12,0,9,1,2,1,4,7
49,17134,52,49,0.6666666666666666,15,2,4,1,6,8,0,1,2,3,1,1,5
34,17501,42,45,0.14285714285714285,1,4,5,4,3,20,0,2,1,2,2,1,5
49,9400,27,29,0.2608695652173913,10,3,4,7,6,22,1,3,4,5,3,3,11
46,5981,25,16,0.23076923076923078,17,2,2,2,6,25,4,2,1,1,2,3,6
31,12594,83,47,0.0,3,4,1,6,0,10,3,7,2,3,1,1,5
33,5166,94,37,0.0,15,2,5,5,0,22,4,7,1,2,2,2,6
33,10487,92,14,0.2608695652173913,2,4,4,11,6,22,3,5,2,5,3,1,9
40,17669,91,47,0.5454545454545454,14,3,5,5,6,10,0,5,2,5,1,2,8
32,5664,35,13,0.3333333333333333,16,4,2,10,7,20,1,1,4,1,2,2,5
58,17601,91,44,0.3888888888888889,4,1,1,1,7,17,3,4,2,5,4,4,13
58,16911,68,36,1.5,4,4,4,1,3,1,0,2,4,5,2,4,11
53,10379,97,46,0.75,0,2,3,7,9,11,0,8,2,3,2,2,7
51,14016,74,35,0.034482758620689655,19,1,3,2,1,28,3,4,2,3,2,2,7
49,3929,41,19,0.1,2,3,2,7,1,9,3,3,2,2,4,1,7
43,17070,58,22,0.8888888888888888,13,1,4,14,8,8,0,3,3,4,4,2,10
36,19738,63,19,1.2857142857142858,12,4,2,11,9,6,2,8,3,5,2,1,8
49,8800,83,11,0.38095238095238093,10,4,4,12,8,20,0,4,2,2,4,1,7
50,17989,97,41,0.5714285714285714,12,1,1,6,8,13,0,4,1,4,3,1,8
51,17501,79,43,0.0,17,3,4,6,0,12,3,7,2,4,4,2,10
32,14686,91,16,0.17647058823529413,1,2,5,3,3,16,0,6,1,3,2,3,8
35,14631,29,3,0.14285714285714285,4,4,3,4,3,20,0,7,2,4,1,4,9
53,4802,18,6,0.047619047619047616,13,3,5,8,1,20,2,1,3,3,3,3,9
52,3352,40,20,0.1,5,3,4,6,1,9,0,8,4,4,2,1,7
30,4788,50,18,0.3333333333333333,13,1,1,7,9,26,0,2,2,2,2,2,6
30,8783,82,16,0.06666666666666667,12,2,5,5,2,29,0,5,4,2,3,3,8
58,5560,72,49,0.3333333333333333,9,2,5,4,9,26,0,5,4,2,2,2,6
37,11258,57,35,0.10714285714285714,3,1,5,5,3,27,0,8,3,1,3,3,7
46,14517,56,46,0.3888888888888889,18,3,3,13,7,17,3,3,2,3,2,3,8
43,8890,50,22,0.3333333333333333,12,2,2,14,3,8,1,3,4,3,1,3,7
54,12371,79,45,0.5,6,1,1,10,4,7,4,2,1,1,4,4,9
37,3040,47,20,0.0,1,4,1,1,0,7,3,4,2,5,1,2,8
55,14338,20,13,0.32142857142857145,13,3,2,7,9,27,0,3,1,5,4,2,11
36,4718,42,33,0.08,6,2,4,6,2,24,0,9,3,2,2,4,8
40,15894,23,43,2.0,15,4,3,10,6,2,0,7,1,2,2,1,5
54,13767,49,8,1.4,10,4,2,2,7,4,3,9,2,4,2,3,9
46,18605,22,21,0.0,10,3,5,12,0,25,2,2,3,5,3,2,10
31,19257,46,8,0.09090909090909091,9,3,5,13,1,10,0,7,1,2,2,3,7
38,3983,91,25,0.1111111111111111,19,2,3,6,2,17,2,6,3,3,4,1,8
35,10309,83,49,2.6666666666666665,19,1,1,2,8,2,2,1,3,2,3,3,8
37,14403,84,25,0.10714285714285714,3,2,1,3,3,27,0,9,4,5,4,3,12
35,7812,72,17,0.16,14,1,2,8,4,24,0,7,2,3,2,1,6
35,6126,80,39,0.23076923076923078,8,2,1,6,3,12,0,2,3,3,1,4,8
36,5082,66,31,0.2,18,4,3,5,3,14,0,2,4,4,4,3,11
46,14114,38,25,0.1,15,2,4,12,2,19,1,9,4,2,2,3,7
52,9290,65,6,0.25,7,3,3,4,6,23,0,7,1,4,1,2,7
58,7824,60,19,0.25,8,4,4,9,7,27,3,7,2,1,2,4,7
38,16711,35,28,0.0,4,4,2,1,0,16,0,1,4,5,4,1,10
31,5345,27,4,0.375,13,1,4,8,9,23,4,3,1,1,4,4,9
59,9354,69,29,4.0,9,2,1,5,8,1,1,8,4,2,3,2,7
38,14412,33,38,0.21052631578947367,18,4,2,6,4,18,2,6,3,2,2,1,5
52,16442,66,2,0.0,15,3,1,10,0,26,0,7,2,3,1,1,5
56,8835,41,19,0.36,10,4,4,7,9,24,4,6,1,1,3,3,7
40,11845,80,40,0.4,6,1,2,10,8,19,2,5,3,4,2,4,10
39,5507,97,1,0.09523809523809523,10,3,2,12,2,20,0,5,2,5,4,3,12
45,4099,31,5,0.25,0,4,1,13,3,11,0,3,1,2,3,2,7
41,15055,96,11,0.4117647058823529,8,4,2,10,7,16,0,1,1,1,3,2,6
31,3690,71,40,0.26666666666666666,0,4,1,14,8,29,4,5,1,1,3,2,6
44,5084,71,25,0.2727272727272727,18,2,2,8,6,21,0,6,3,4,2,2,8
31,13719,76,35,0.14814814814814814,6,3,3,4,4,26,0,9,2,5,2,4,11
38,11002,87,39,0.6153846153846154,15,1,5,3,8,12,0,2,4,2,3,2,7
34,5047,40,49,0.1111111111111111,10,3,3,9,1,8,2,5,3,1,2,3,6
49,18882,89,20,0.17857142857142858,15,4,2,1,5,27,0,9,3,3,1,4,8
33,5368,18,15,1.5,18,3,5,2,3,1,0,4,2,2,1,4,7
46,10058,96,22,2.6666666666666665,2,3,2,8,8,2,2,4,3,2,1,1,4
49,5440,28,21,0.2777777777777778,16,4,4,9,5,17,0,5,1,2,4,2,8
52,15375,91,31,0.26666666666666666,0,1,5,5,8,29,0,8,4,5,2,3,10
43,10007,55,49,0.8,10,3,3,14,8,9,0,9,3,1,4,4,9
57,15844,70,11,0.75,0,2,3,8,3,3,0,4,3,2,2,2,6
57,15151,19,10,0.42105263157894735,19,2,3,1,8,18,0,9,2,5,4,4,13
54,18443,66,49,0.6666666666666666,13,3,1,4,8,11,3,5,2,2,3,1,6
34,18581,68,2,0.15789473684210525,11,2,4,10,3,18,0,1,2,5,2,2,9
49,18827,46,48,0.47058823529411764,11,2,1,11,8,16,0,7,2,4,2,3,9
37,15946,26,24,0.13636363636363635,0,3,5,2,3,21,1,1,4,1,4,3,8
